,apparentTemperature,humidity,precipType,wr,month,week_day,time
3253,19.02,0.52,rain,35.0,June,Friday,11
3254,19.02,0.52,rain,36.0,June,Friday,12
3255,19.02,0.52,rain,40.0,June,Friday,12
3256,19.02,0.52,rain,32.0,June,Friday,12
3257,21.02,0.56,rain,23.0,June,Friday,13
3258,22.02,0.57,rain,30.0,June,Friday,14
3259,22.02,0.57,rain,35.0,June,Friday,14
3260,21.02,0.6,rain,45.0,June,Friday,15
3261,21.02,0.6,rain,52.0,June,Friday,15
3262,19.02,0.68,rain,46.0,June,Friday,16
3263,19.02,0.68,rain,54.0,June,Friday,16
3264,17.01,0.82,rain,60.0,June,Friday,17
3265,17.01,0.82,rain,67.0,June,Friday,17
3266,17.01,0.82,rain,79.0,June,Friday,17
3267,15.02,0.94,rain,71.0,June,Friday,18
3268,15.02,0.94,rain,78.0,June,Friday,18
3269,17.22,0.94,rain,15.0,June,Saturday,9
3270,17.22,0.94,rain,35.0,June,Saturday,10
3271,18.32,0.94,rain,46.0,June,Saturday,11
3272,18.32,0.94,rain,36.0,June,Saturday,11
3273,18.32,0.94,rain,43.0,June,Saturday,12
3274,18.32,0.94,rain,39.0,June,Saturday,12
3275,18.32,0.94,rain,35.0,June,Saturday,13
3276,21.48,0.88,rain,30.0,June,Saturday,14
3277,21.48,0.88,rain,56.0,June,Saturday,14
3278,21.48,0.88,rain,69.0,June,Saturday,14
3279,22.31,0.78,rain,64.0,June,Saturday,15
3280,18.32,0.94,rain,12.0,June,Sunday,9
3281,19.42,0.94,rain,25.0,June,Sunday,10
3282,19.42,0.94,rain,29.0,June,Sunday,10
3283,20.52,0.94,rain,28.0,June,Sunday,11
3284,19.42,0.94,rain,52.0,June,Sunday,12
3285,19.42,0.94,rain,31.0,June,Sunday,12
3286,18.32,0.94,rain,40.0,June,Sunday,13
3287,18.32,0.94,rain,45.0,June,Sunday,14
3288,19.27,0.88,rain,59.0,June,Sunday,15
3289,13.02,0.94,rain,20.0,June,Monday,7
3290,15.01,0.82,rain,39.0,June,Monday,8
3291,17.01,0.68,rain,32.0,June,Monday,9
3292,19.02,0.56,rain,41.0,June,Monday,10
3293,19.02,0.56,rain,31.0,June,Monday,10
3294,19.02,0.56,rain,29.0,June,Monday,10
3295,20.02,0.52,rain,35.0,June,Monday,11
3296,20.02,0.52,rain,32.0,June,Monday,11
3297,20.02,0.49,rain,37.0,June,Monday,12
3298,21.02,0.43,rain,52.0,June,Monday,13
3299,21.02,0.43,rain,37.0,June,Monday,13
3300,21.02,0.43,rain,32.0,June,Monday,13
3301,21.02,0.43,rain,44.0,June,Monday,14
3302,21.02,0.43,rain,27.0,June,Monday,14
3303,23.01,0.44,rain,47.0,June,Monday,16
3304,23.01,0.44,rain,61.0,June,Monday,17
3305,23.01,0.44,rain,91.0,June,Monday,17
3306,22.02,0.43,rain,99.0,June,Monday,19
3307,11.0,0.87,NoPrecip,21.0,June,Tuesday,6
3308,11.0,0.87,NoPrecip,21.0,June,Tuesday,6
3309,12.0,0.82,rain,26.0,June,Tuesday,7
3310,12.0,0.82,rain,30.0,June,Tuesday,7
3311,15.0,0.77,rain,35.0,June,Tuesday,8
3312,19.01,0.6,rain,27.0,June,Tuesday,10
3313,19.01,0.6,rain,24.0,June,Tuesday,10
3314,21.02,0.56,rain,28.0,June,Tuesday,11
3315,21.02,0.56,rain,36.0,June,Tuesday,11
3316,22.02,0.56,rain,51.0,June,Tuesday,12
3317,23.01,0.5,NoPrecip,45.0,June,Tuesday,13
3318,23.01,0.5,NoPrecip,41.0,June,Tuesday,13
3319,23.01,0.5,NoPrecip,35.0,June,Tuesday,13
3320,23.01,0.5,rain,35.0,June,Tuesday,14
3321,23.01,0.5,rain,36.0,June,Tuesday,14
3322,24.01,0.47,NoPrecip,42.0,June,Tuesday,15
3323,25.01,0.44,NoPrecip,53.0,June,Tuesday,16
3324,25.01,0.44,NoPrecip,51.0,June,Tuesday,16
3325,25.02,0.47,NoPrecip,75.0,June,Tuesday,17
3326,24.01,0.5,NoPrecip,87.0,June,Tuesday,18
3327,24.01,0.5,NoPrecip,79.0,June,Tuesday,18
3328,24.01,0.5,NoPrecip,70.0,June,Tuesday,18
3329,23.01,0.57,NoPrecip,60.0,June,Tuesday,19
3330,23.01,0.57,NoPrecip,68.0,June,Tuesday,19
3331,17.36,1.0,rain,13.0,June,Wednesday,6
3332,18.47,1.0,rain,25.0,June,Wednesday,7
3333,18.47,1.0,rain,30.0,June,Wednesday,7
3334,19.58,1.0,rain,24.0,June,Wednesday,9
3335,20.53,0.94,rain,21.0,June,Wednesday,10
3336,20.53,0.94,rain,29.0,June,Wednesday,10
3337,20.53,0.94,rain,39.0,June,Wednesday,10
3338,21.49,0.88,rain,32.0,June,Wednesday,11
3339,21.49,0.88,rain,29.0,June,Wednesday,11
3340,20.53,0.94,rain,35.0,June,Wednesday,12
3341,20.53,0.94,rain,41.0,June,Wednesday,12
3342,20.53,0.94,rain,30.0,June,Wednesday,13
3343,20.53,0.94,rain,33.0,June,Wednesday,13
3344,22.59,0.88,rain,64.0,June,Wednesday,16
3345,21.49,0.88,rain,65.0,June,Wednesday,17
3346,21.64,0.94,rain,69.0,June,Wednesday,18
3347,21.63,0.94,rain,100.0,June,Wednesday,19
3348,18.29,0.94,rain,29.0,June,Thursday,9
3349,20.36,0.88,rain,22.0,June,Thursday,10
3350,20.36,0.88,rain,22.0,June,Thursday,10
3351,21.32,0.83,NoPrecip,25.0,June,Thursday,11
3352,21.32,0.83,NoPrecip,31.0,June,Thursday,11
3353,22.2,0.81,NoPrecip,38.0,June,Thursday,12
3354,22.2,0.81,NoPrecip,49.0,June,Thursday,12
3355,23.27,0.73,NoPrecip,28.0,June,Thursday,14
3356,25.37,0.69,rain,35.0,June,Thursday,15
3357,26.37,0.65,rain,64.0,June,Thursday,16
3358,26.28,0.61,NoPrecip,85.0,June,Thursday,18
3359,26.28,0.61,NoPrecip,82.0,June,Thursday,18
3360,26.28,0.61,NoPrecip,78.0,June,Thursday,18
3361,26.29,0.61,rain,74.0,June,Thursday,19
3362,25.28,0.65,NoPrecip,69.0,June,Thursday,20
3363,16.25,1.0,NoPrecip,17.0,June,Friday,6
3364,17.36,1.0,rain,22.0,June,Friday,7
3365,17.36,1.0,rain,28.0,June,Friday,7
3366,21.62,0.94,rain,32.0,June,Friday,8
3367,21.62,0.94,rain,20.0,June,Friday,8
3368,28.84,0.7,NoPrecip,26.0,June,Friday,10
3369,30.3,0.55,NoPrecip,37.0,June,Friday,12
3370,30.3,0.55,rain,33.0,June,Friday,13
3371,30.3,0.55,rain,29.0,June,Friday,13
3372,30.82,0.58,NoPrecip,52.0,June,Friday,16
3373,30.82,0.58,NoPrecip,53.0,June,Friday,16
3374,30.84,0.58,NoPrecip,62.0,June,Friday,17
3375,30.84,0.58,NoPrecip,74.0,June,Friday,17
3376,30.84,0.58,NoPrecip,85.0,June,Friday,17
3377,30.84,0.58,NoPrecip,48.0,June,Friday,18
3378,27.83,0.83,NoPrecip,20.0,June,Saturday,9
3379,31.98,0.79,rain,32.0,June,Saturday,10
3380,31.98,0.79,rain,35.0,June,Saturday,10
3381,34.59,0.79,NoPrecip,33.0,June,Saturday,11
3382,36.23,0.75,rain,28.0,June,Saturday,12
3383,37.78,0.7,rain,28.0,June,Saturday,13
3384,37.78,0.7,rain,31.0,June,Saturday,13
3385,39.22,0.66,rain,28.0,June,Saturday,14
3386,39.23,0.66,rain,34.0,June,Saturday,15
3387,39.23,0.66,rain,43.0,June,Saturday,15
3388,40.71,0.7,rain,39.0,June,Saturday,16
3389,15.16,1.0,rain,11.0,July,Tuesday,6
3390,16.11,0.94,rain,22.0,July,Tuesday,7
3391,16.11,0.94,rain,28.0,July,Tuesday,7
3392,20.01,0.73,NoPrecip,30.0,July,Tuesday,8
3393,23.05,0.65,rain,25.0,July,Tuesday,9
3394,23.05,0.65,rain,31.0,July,Tuesday,9
3395,25.02,0.54,NoPrecip,32.0,July,Tuesday,10
3396,25.02,0.54,NoPrecip,29.0,July,Tuesday,10
3397,27.3,0.48,rain,28.0,July,Tuesday,11
3398,27.3,0.48,rain,25.0,July,Tuesday,11
3399,27.49,0.51,NoPrecip,36.0,July,Tuesday,12
3400,27.49,0.51,NoPrecip,40.0,July,Tuesday,12
3401,27.49,0.51,NoPrecip,46.0,July,Tuesday,12
3402,29.49,0.48,NoPrecip,47.0,July,Tuesday,13
3403,29.49,0.48,rain,41.0,July,Tuesday,14
3404,29.49,0.48,NoPrecip,50.0,July,Tuesday,15
3405,29.49,0.48,NoPrecip,54.0,July,Tuesday,15
3406,30.42,0.46,NoPrecip,68.0,July,Tuesday,16
3407,30.05,0.43,NoPrecip,80.0,July,Tuesday,17
3408,30.05,0.43,NoPrecip,89.0,July,Tuesday,17
3409,30.42,0.46,rain,83.0,July,Tuesday,18
3410,30.42,0.46,rain,85.0,July,Tuesday,18
3411,29.16,0.45,rain,70.0,July,Tuesday,19
3412,20.99,0.68,rain,7.0,July,Wednesday,6
3413,20.99,0.68,rain,11.0,July,Wednesday,6
3414,21.06,0.73,NoPrecip,21.0,July,Wednesday,7
3415,22.06,0.69,NoPrecip,33.0,July,Wednesday,8
3416,22.06,0.69,NoPrecip,32.0,July,Wednesday,8
3417,24.26,0.69,NoPrecip,29.0,July,Wednesday,9
3418,26.39,0.65,rain,28.0,July,Wednesday,10
3419,26.39,0.65,rain,26.0,July,Wednesday,10
3420,26.39,0.65,rain,24.0,July,Wednesday,10
3421,30.15,0.66,NoPrecip,19.0,July,Wednesday,11
3422,31.37,0.62,NoPrecip,42.0,July,Wednesday,12
3423,32.55,0.58,NoPrecip,40.0,July,Wednesday,13
3424,32.55,0.58,NoPrecip,42.0,July,Wednesday,13
3425,34.57,0.59,rain,28.0,July,Wednesday,14
3426,35.48,0.62,NoPrecip,41.0,July,Wednesday,15
3427,35.48,0.62,NoPrecip,42.0,July,Wednesday,15
3428,35.48,0.62,NoPrecip,48.0,July,Wednesday,15
3429,34.57,0.59,rain,52.0,July,Wednesday,16
3430,34.14,0.66,rain,73.0,July,Wednesday,17
3431,33.31,0.62,rain,86.0,July,Wednesday,18
3432,21.62,0.94,NoPrecip,12.0,July,Thursday,6
3433,23.82,0.94,NoPrecip,33.0,July,Thursday,7
3434,23.82,0.94,NoPrecip,30.0,July,Thursday,7
3435,27.86,0.83,NoPrecip,27.0,July,Thursday,8
3436,27.86,0.83,NoPrecip,33.0,July,Thursday,8
3437,36.24,0.74,rain,35.0,July,Thursday,12
3438,39.17,0.75,rain,28.0,July,Thursday,13
3439,39.17,0.75,rain,32.0,July,Thursday,13
3440,37.77,0.7,rain,29.0,July,Thursday,14
3441,24.65,0.83,rain,22.0,July,Thursday,15
3442,22.76,0.94,rain,69.0,July,Thursday,16
3443,23.69,0.88,rain,78.0,July,Thursday,17
3444,23.69,0.88,rain,84.0,July,Thursday,17
3445,23.69,0.88,rain,54.0,July,Thursday,17
3446,24.92,0.94,rain,65.0,July,Thursday,19
3447,16.0,0.77,NoPrecip,25.0,July,Friday,7
3448,16.0,0.77,NoPrecip,30.0,July,Friday,7
3449,17.0,0.72,NoPrecip,33.0,July,Friday,8
3450,18.0,0.68,rain,22.0,July,Friday,9
3451,18.0,0.68,rain,23.0,July,Friday,9
3452,18.0,0.68,NoPrecip,22.0,July,Friday,10
3453,18.0,0.68,NoPrecip,18.0,July,Friday,10
3454,20.01,0.6,rain,15.0,July,Friday,11
3455,21.02,0.56,NoPrecip,46.0,July,Friday,12
3456,21.02,0.56,NoPrecip,36.0,July,Friday,12
3457,22.02,0.53,NoPrecip,32.0,July,Friday,13
3458,22.02,0.53,NoPrecip,40.0,July,Friday,13
3459,23.0,0.5,rain,41.0,July,Friday,14
3460,23.0,0.47,NoPrecip,39.0,July,Friday,15
3461,23.0,0.47,NoPrecip,45.0,July,Friday,15
3462,24.0,0.38,rain,46.0,July,Friday,16
3463,24.0,0.38,rain,58.0,July,Friday,16
3464,24.01,0.44,NoPrecip,79.0,July,Friday,17
3465,22.02,0.6,rain,81.0,July,Friday,18
3466,22.02,0.6,rain,72.0,July,Friday,18
3467,21.04,0.46,NoPrecip,21.0,July,Saturday,10
3468,21.04,0.46,NoPrecip,24.0,July,Saturday,10
3469,22.03,0.38,rain,27.0,July,Saturday,11
3470,23.02,0.41,NoPrecip,40.0,July,Saturday,14
3471,20.01,0.73,NoPrecip,13.0,July,Sunday,9
3472,22.02,0.64,rain,20.0,July,Sunday,10
3473,22.02,0.64,rain,24.0,July,Sunday,10
3474,24.01,0.57,NoPrecip,25.0,July,Sunday,11
3475,24.01,0.57,NoPrecip,25.0,July,Sunday,11
3476,26.03,0.47,rain,23.0,July,Sunday,13
3477,26.03,0.47,rain,18.0,July,Sunday,13
3478,26.03,0.45,rain,35.0,July,Sunday,14
3479,27.01,0.42,rain,42.0,July,Sunday,15
3480,27.01,0.42,rain,70.0,July,Sunday,15
3481,27.02,0.39,rain,66.0,July,Sunday,16
3482,11.0,1.0,rain,13.0,July,Monday,6
3483,14.01,0.94,rain,21.0,July,Monday,7
3484,14.01,0.94,rain,25.0,July,Monday,7
3485,19.28,0.88,rain,30.0,July,Monday,8
3486,19.28,0.88,rain,34.0,July,Monday,8
3487,23.27,0.73,NoPrecip,35.0,July,Monday,9
3488,25.26,0.65,NoPrecip,31.0,July,Monday,10
3489,25.26,0.65,NoPrecip,33.0,July,Monday,10
3490,25.26,0.65,NoPrecip,22.0,July,Monday,10
3491,26.08,0.54,NoPrecip,25.0,July,Monday,11
3492,27.28,0.48,rain,33.0,July,Monday,12
3493,27.28,0.48,rain,38.0,July,Monday,12
3494,27.28,0.48,rain,46.0,July,Monday,12
3495,28.05,0.45,NoPrecip,40.0,July,Monday,14
3496,29.48,0.48,NoPrecip,37.0,July,Monday,15
3497,29.02,0.42,NoPrecip,46.0,July,Monday,16
3498,29.48,0.48,NoPrecip,71.0,July,Monday,17
3499,29.03,0.42,NoPrecip,94.0,July,Monday,18
3500,20.23,0.83,rain,26.0,July,Tuesday,7
3501,20.23,0.83,rain,29.0,July,Tuesday,7
3502,21.2,0.78,NoPrecip,27.0,July,Tuesday,8
3503,21.2,0.78,NoPrecip,32.0,July,Tuesday,8
3504,23.27,0.73,rain,30.0,July,Tuesday,9
3505,24.15,0.65,NoPrecip,35.0,July,Tuesday,10
3506,24.99,0.54,rain,33.0,July,Tuesday,11
3507,24.99,0.54,rain,30.0,July,Tuesday,11
3508,26.0,0.42,NoPrecip,38.0,July,Tuesday,12
3509,26.99,0.42,NoPrecip,48.0,July,Tuesday,13
3510,27.01,0.39,NoPrecip,43.0,July,Tuesday,14
3511,26.03,0.39,NoPrecip,61.0,July,Tuesday,15
3512,26.08,0.54,NoPrecip,90.0,July,Tuesday,18
3513,23.0,0.44,NoPrecip,49.0,July,Tuesday,20
3514,12.0,0.87,NoPrecip,8.0,July,Wednesday,6
3515,12.0,0.87,NoPrecip,16.0,July,Wednesday,6
3516,18.01,0.68,rain,32.0,July,Wednesday,8
3517,18.01,0.68,rain,14.0,July,Wednesday,8
3518,21.01,0.64,rain,42.0,July,Wednesday,9
3519,23.01,0.53,NoPrecip,41.0,July,Wednesday,10
3520,23.01,0.53,NoPrecip,36.0,July,Wednesday,10
3521,23.01,0.53,NoPrecip,26.0,July,Wednesday,10
3522,24.01,0.5,rain,32.0,July,Wednesday,11
3523,25.01,0.44,NoPrecip,24.0,July,Wednesday,12
3524,26.02,0.44,NoPrecip,39.0,July,Wednesday,13
3525,26.02,0.42,NoPrecip,41.0,July,Wednesday,14
3526,26.02,0.42,NoPrecip,31.0,July,Wednesday,14
3527,26.02,0.39,NoPrecip,40.0,July,Wednesday,15
3528,26.02,0.39,rain,46.0,July,Wednesday,16
3529,26.02,0.44,rain,52.0,July,Wednesday,17
3530,26.02,0.44,rain,61.0,July,Wednesday,17
3531,25.01,0.44,NoPrecip,88.0,July,Wednesday,18
3532,14.0,0.94,NoPrecip,10.0,July,Thursday,6
3533,14.01,0.94,NoPrecip,16.0,July,Thursday,7
3534,18.02,0.82,rain,26.0,July,Thursday,8
3535,22.08,0.69,NoPrecip,16.0,July,Thursday,9
3536,24.02,0.53,NoPrecip,26.0,July,Thursday,10
3537,24.01,0.47,NoPrecip,22.0,July,Thursday,11
3538,24.01,0.47,NoPrecip,30.0,July,Thursday,11
3539,24.01,0.47,NoPrecip,33.0,July,Thursday,11
3540,25.01,0.47,NoPrecip,36.0,July,Thursday,12
3541,25.01,0.47,NoPrecip,47.0,July,Thursday,12
3542,26.03,0.44,NoPrecip,48.0,July,Thursday,13
3543,26.03,0.42,NoPrecip,44.0,July,Thursday,14
3544,27.12,0.45,NoPrecip,40.0,July,Thursday,15
3545,27.12,0.45,NoPrecip,53.0,July,Thursday,15
3546,27.12,0.45,rain,42.0,July,Thursday,16
3547,27.12,0.45,rain,60.0,July,Thursday,16
3548,27.12,0.45,rain,69.0,July,Thursday,16
3549,15.0,0.88,NoPrecip,10.0,July,Friday,6
3550,15.0,0.88,NoPrecip,14.0,July,Friday,6
3551,15.01,0.88,NoPrecip,28.0,July,Friday,7
3552,20.09,0.78,NoPrecip,34.0,July,Friday,8
3553,20.09,0.78,NoPrecip,33.0,July,Friday,8
3554,23.04,0.65,NoPrecip,30.0,July,Friday,9
3555,25.16,0.61,NoPrecip,28.0,July,Friday,10
3556,26.08,0.54,rain,31.0,July,Friday,11
3557,27.29,0.48,NoPrecip,41.0,July,Friday,12
3558,27.49,0.51,rain,42.0,July,Friday,13
3559,28.03,0.42,NoPrecip,45.0,July,Friday,15
3560,28.04,0.4,NoPrecip,38.0,July,Friday,16
3561,29.04,0.33,NoPrecip,56.0,July,Friday,17
3562,23.51,0.83,rain,31.0,July,Saturday,11
3563,23.51,0.83,rain,37.0,July,Saturday,11
3564,23.51,0.83,rain,40.0,July,Saturday,11
3565,23.66,0.89,rain,40.0,July,Saturday,12
3566,23.66,0.89,rain,44.0,July,Saturday,12
3567,25.49,0.74,rain,42.0,July,Saturday,13
3568,25.67,0.78,rain,54.0,July,Saturday,15
3569,25.67,0.78,rain,60.0,July,Saturday,15
3570,25.66,0.78,rain,76.0,July,Saturday,16
3571,24.64,0.83,NoPrecip,26.0,July,Sunday,9
3572,26.61,0.74,rain,33.0,July,Sunday,10
3573,30.15,0.66,rain,34.0,July,Sunday,12
3574,30.15,0.66,rain,27.0,July,Sunday,12
3575,32.01,0.66,rain,29.0,July,Sunday,13
3576,32.58,0.58,rain,45.0,July,Sunday,15
3577,20.68,1.0,rain,10.0,July,Monday,6
3578,21.78,1.0,rain,16.0,July,Monday,7
3579,21.78,1.0,rain,26.0,July,Monday,7
3580,24.78,0.89,rain,30.0,July,Monday,8
3581,24.78,0.89,rain,23.0,July,Monday,8
3582,29.21,0.74,rain,23.0,July,Monday,9
3583,29.21,0.74,rain,21.0,July,Monday,9
3584,32.03,0.66,rain,30.0,July,Monday,10
3585,32.03,0.66,rain,27.0,July,Monday,10
3586,34.15,0.66,rain,32.0,July,Monday,12
3587,34.15,0.66,rain,43.0,July,Monday,12
3588,34.15,0.66,rain,51.0,July,Monday,12
3589,33.32,0.62,rain,40.0,July,Monday,13
3590,33.32,0.62,rain,35.0,July,Monday,13
3591,30.16,0.66,rain,37.0,July,Monday,14
3592,34.15,0.66,rain,42.0,July,Monday,15
3593,34.15,0.66,rain,46.0,July,Monday,15
3594,33.32,0.62,rain,57.0,July,Monday,16
3595,33.32,0.62,rain,83.0,July,Monday,16
3596,31.38,0.62,rain,83.0,July,Monday,17
3597,23.51,0.83,rain,87.0,July,Monday,18
3598,19.11,0.83,NoPrecip,7.0,July,Tuesday,6
3599,19.11,0.83,NoPrecip,12.0,July,Tuesday,6
3600,17.2,0.87,NoPrecip,20.0,July,Tuesday,7
3601,19.0,0.73,rain,34.0,July,Tuesday,8
3602,19.0,0.73,rain,36.0,July,Tuesday,8
3603,19.01,0.73,NoPrecip,28.0,July,Tuesday,9
3604,19.01,0.73,NoPrecip,25.0,July,Tuesday,9
3605,21.01,0.6,NoPrecip,24.0,July,Tuesday,10
3606,22.01,0.6,rain,28.0,July,Tuesday,11
3607,22.99,0.57,rain,37.0,July,Tuesday,12
3608,22.99,0.53,NoPrecip,43.0,July,Tuesday,13
3609,22.99,0.53,NoPrecip,37.0,July,Tuesday,13
3610,22.99,0.5,NoPrecip,32.0,July,Tuesday,14
3611,22.99,0.5,rain,64.0,July,Tuesday,15
3612,22.01,0.53,NoPrecip,87.0,July,Tuesday,17
3613,22.01,0.53,NoPrecip,112.0,July,Tuesday,17
3614,22.02,0.53,rain,110.0,July,Tuesday,18
3615,22.02,0.5,NoPrecip,103.0,July,Tuesday,19
3616,21.03,0.56,NoPrecip,84.0,July,Tuesday,20
3617,12.0,1.0,rain,16.0,July,Wednesday,6
3618,13.41,0.91,NoPrecip,22.0,July,Wednesday,7
3619,13.41,0.91,NoPrecip,27.0,July,Wednesday,7
3620,16.01,0.88,NoPrecip,32.0,July,Wednesday,8
3621,18.01,0.77,rain,25.0,July,Wednesday,9
3622,22.02,0.57,NoPrecip,28.0,July,Wednesday,12
3623,22.02,0.57,NoPrecip,33.0,July,Wednesday,12
3624,22.02,0.57,NoPrecip,32.0,July,Wednesday,12
3625,21.02,0.56,NoPrecip,38.0,July,Wednesday,13
3626,21.02,0.56,NoPrecip,44.0,July,Wednesday,13
3627,23.01,0.5,NoPrecip,38.0,July,Wednesday,14
3628,23.0,0.5,NoPrecip,39.0,July,Wednesday,15
3629,23.0,0.5,NoPrecip,53.0,July,Wednesday,15
3630,24.0,0.5,NoPrecip,59.0,July,Wednesday,16
3631,24.0,0.5,NoPrecip,68.0,July,Wednesday,16
3632,24.0,0.5,NoPrecip,74.0,July,Wednesday,16
3633,23.0,0.5,rain,96.0,July,Wednesday,17
3634,23.0,0.47,NoPrecip,92.0,July,Wednesday,18
3635,8.51,0.93,NoPrecip,15.0,July,Thursday,6
3636,11.0,0.94,NoPrecip,20.0,July,Thursday,7
3637,11.0,0.94,NoPrecip,25.0,July,Thursday,7
3638,19.02,0.68,NoPrecip,16.0,July,Thursday,9
3639,23.01,0.53,NoPrecip,21.0,July,Thursday,11
3640,23.01,0.53,NoPrecip,18.0,July,Thursday,11
3641,24.01,0.5,NoPrecip,25.0,July,Thursday,12
3642,24.01,0.5,NoPrecip,34.0,July,Thursday,12
3643,24.01,0.54,NoPrecip,25.0,July,Thursday,13
3644,24.01,0.54,NoPrecip,31.0,July,Thursday,14
3645,24.01,0.54,NoPrecip,26.0,July,Thursday,14
3646,25.01,0.5,NoPrecip,39.0,July,Thursday,15
3647,25.01,0.54,NoPrecip,41.0,July,Thursday,16
3648,25.01,0.5,NoPrecip,52.0,July,Thursday,17
3649,25.01,0.5,NoPrecip,67.0,July,Thursday,17
3650,25.01,0.5,NoPrecip,86.0,July,Thursday,17
3651,25.02,0.47,NoPrecip,93.0,July,Thursday,18
3652,24.02,0.44,NoPrecip,83.0,July,Thursday,19
3653,24.02,0.44,NoPrecip,57.0,July,Thursday,19
3654,16.01,0.88,NoPrecip,13.0,July,Friday,6
3655,17.06,0.88,rain,23.0,July,Friday,7
3656,17.06,0.88,rain,24.0,July,Friday,7
3657,17.06,0.88,rain,21.0,July,Friday,7
3658,20.23,0.83,NoPrecip,24.0,July,Friday,8
3659,23.28,0.73,rain,25.0,July,Friday,9
3660,23.28,0.73,rain,36.0,July,Friday,9
3661,25.27,0.65,rain,33.0,July,Friday,10
3662,25.38,0.69,rain,37.0,July,Friday,11
3663,28.46,0.61,rain,34.0,July,Friday,13
3664,28.46,0.61,rain,34.0,July,Friday,13
3665,26.28,0.61,rain,36.0,July,Friday,14
3666,26.28,0.61,rain,37.0,July,Friday,15
3667,26.28,0.61,rain,53.0,July,Friday,16
3668,21.48,0.88,rain,57.0,July,Friday,17
3669,24.39,0.74,rain,66.0,July,Friday,18
3670,21.34,0.83,rain,10.0,July,Saturday,9
3671,22.32,0.78,rain,26.0,July,Saturday,10
3672,22.2,0.73,rain,37.0,July,Saturday,12
3673,22.2,0.73,rain,44.0,July,Saturday,12
3674,22.19,0.73,rain,36.0,July,Saturday,13
3675,22.19,0.73,rain,30.0,July,Saturday,13
3676,23.28,0.73,rain,54.0,July,Saturday,15
3677,17.21,0.94,rain,17.0,July,Sunday,11
3678,17.21,0.94,rain,30.0,July,Sunday,11
3679,16.12,0.94,rain,34.0,July,Sunday,12
3680,18.48,1.0,rain,14.0,July,Monday,6
3681,20.52,0.94,rain,22.0,July,Monday,8
3682,20.52,0.94,rain,27.0,July,Monday,8
3683,22.59,0.88,rain,25.0,July,Monday,9
3684,22.59,0.88,rain,24.0,July,Monday,9
3685,23.54,0.83,rain,24.0,July,Monday,10
3686,23.54,0.83,rain,18.0,July,Monday,10
3687,24.52,0.78,rain,27.0,July,Monday,11
3688,24.52,0.78,rain,36.0,July,Monday,11
3689,25.5,0.74,rain,32.0,July,Monday,12
3690,26.5,0.69,rain,41.0,July,Monday,13
3691,26.5,0.69,rain,52.0,July,Monday,14
3692,28.84,0.7,rain,75.0,July,Monday,16
3693,19.42,0.94,rain,8.0,July,Tuesday,6
3694,19.58,1.0,rain,11.0,July,Tuesday,7
3695,19.58,1.0,rain,25.0,July,Tuesday,7
3696,20.68,1.0,rain,26.0,July,Tuesday,8
3697,20.68,1.0,rain,19.0,July,Tuesday,8
3698,22.73,0.94,rain,24.0,July,Tuesday,9
3699,23.82,0.94,rain,31.0,July,Tuesday,10
3700,23.82,0.94,rain,32.0,July,Tuesday,10
3701,24.65,0.83,rain,35.0,July,Tuesday,11
3702,24.42,0.88,rain,37.0,July,Tuesday,12
3703,24.42,0.88,rain,38.0,July,Tuesday,12
3704,24.79,0.89,rain,35.0,July,Tuesday,13
3705,24.79,0.89,rain,36.0,July,Tuesday,13
3706,26.61,0.74,rain,39.0,July,Tuesday,14
3707,26.61,0.74,rain,34.0,July,Tuesday,14
3708,24.64,0.83,rain,44.0,July,Tuesday,15
3709,25.75,0.83,rain,48.0,July,Tuesday,16
3710,26.61,0.74,rain,73.0,July,Tuesday,17
3711,26.61,0.74,rain,89.0,July,Tuesday,17
3712,26.61,0.74,rain,87.0,July,Tuesday,17
3713,26.62,0.74,rain,82.0,July,Tuesday,18
3714,26.62,0.74,rain,73.0,July,Tuesday,18
3715,25.62,0.78,rain,71.0,July,Tuesday,19
3716,19.58,1.0,rain,10.0,July,Wednesday,6
3717,19.58,1.0,rain,25.0,July,Wednesday,8
3718,19.58,1.0,rain,29.0,July,Wednesday,8
3719,21.48,0.88,rain,25.0,July,Wednesday,9
3720,22.45,0.83,NoPrecip,21.0,July,Wednesday,10
3721,22.45,0.83,NoPrecip,26.0,July,Wednesday,10
3722,24.52,0.78,NoPrecip,34.0,July,Wednesday,11
3723,25.38,0.69,rain,37.0,July,Wednesday,12
3724,25.38,0.69,rain,35.0,July,Wednesday,12
3725,26.28,0.61,rain,70.0,July,Wednesday,17
3726,26.29,0.61,rain,80.0,July,Wednesday,18
3727,26.29,0.61,rain,91.0,July,Wednesday,18
3728,25.17,0.61,rain,85.0,July,Wednesday,19
3729,15.18,1.0,rain,15.0,July,Thursday,6
3730,16.12,0.94,NoPrecip,21.0,July,Thursday,7
3731,19.43,0.94,NoPrecip,32.0,July,Thursday,8
3732,24.64,0.83,rain,24.0,July,Thursday,9
3733,24.64,0.83,rain,18.0,July,Thursday,10
3734,24.64,0.83,rain,25.0,July,Thursday,10
3735,26.5,0.69,rain,27.0,July,Thursday,11
3736,26.5,0.69,rain,34.0,July,Thursday,11
3737,26.5,0.69,rain,35.0,July,Thursday,11
3738,25.27,0.65,rain,28.0,July,Thursday,12
3739,25.27,0.65,rain,25.0,July,Thursday,12
3740,27.93,0.58,rain,23.0,July,Thursday,13
