apparentTemperature,humidity,precipType,wr,month,week_day,time
2.31,0.7,rain,30.0,October,Friday,7
2.31,0.7,rain,25.0,October,Friday,7
3.05,0.65,rain,28.0,October,Friday,8
3.05,0.65,rain,22.0,October,Friday,8
2.79,0.75,rain,35.0,October,Friday,10
2.79,0.75,rain,49.0,October,Friday,10
2.8,0.75,rain,44.0,October,Friday,11
2.8,0.75,rain,45.0,October,Friday,11
2.8,0.75,rain,41.0,October,Friday,11
3.2,0.66,NoPrecip,40.0,October,Friday,12
4.04,0.66,rain,55.0,October,Friday,13
4.04,0.66,rain,57.0,October,Friday,13
5.52,0.61,NoPrecip,42.0,October,Friday,14
5.52,0.61,NoPrecip,53.0,October,Friday,14
5.52,0.61,NoPrecip,62.0,October,Friday,14
3.38,0.61,NoPrecip,67.0,October,Friday,15
1.82,0.81,NoPrecip,38.0,October,Saturday,9
2.8,0.75,rain,42.0,October,Saturday,10
4.84,0.61,rain,46.0,October,Saturday,12
4.84,0.61,rain,47.0,October,Saturday,12
4.84,0.61,rain,36.0,October,Saturday,12
5.52,0.57,NoPrecip,48.0,October,Saturday,13
5.52,0.57,NoPrecip,50.0,October,Saturday,13
6.1,0.49,rain,57.0,October,Saturday,14
6.1,0.49,rain,60.0,October,Saturday,14
5.52,0.49,NoPrecip,58.0,October,Saturday,15
5.52,0.49,NoPrecip,50.0,October,Saturday,15
6.75,0.49,NoPrecip,49.0,October,Saturday,16
6.53,0.49,NoPrecip,53.0,October,Saturday,17
6.53,0.49,NoPrecip,44.0,October,Saturday,17
6.76,0.49,rain,49.0,October,Saturday,18
6.76,0.49,rain,57.0,October,Saturday,18
8.02,0.81,rain,44.0,October,Sunday,10
10.01,0.71,rain,42.0,October,Sunday,11
10.01,0.71,rain,38.0,October,Sunday,11
12.02,0.62,rain,45.0,October,Sunday,12
12.02,0.62,rain,42.0,October,Sunday,12
13.02,0.58,rain,46.0,October,Sunday,13
13.02,0.58,rain,66.0,October,Sunday,13
14.02,0.58,rain,51.0,October,Sunday,14
14.02,0.58,rain,64.0,October,Sunday,14
13.02,0.62,rain,66.0,October,Sunday,15
14.02,0.55,NoPrecip,72.0,October,Sunday,16
13.03,0.54,rain,58.0,October,Sunday,17
12.02,0.62,rain,43.0,October,Sunday,18
12.02,0.62,rain,50.0,October,Sunday,18
12.02,0.62,rain,54.0,October,Sunday,18
7.01,0.74,rain,61.0,October,Sunday,19
6.81,0.77,NoPrecip,64.0,October,Sunday,20
8.53,0.92,rain,36.0,October,Monday,6
9.02,0.95,rain,58.0,October,Monday,7
9.02,0.95,rain,58.0,October,Monday,7
9.02,0.98,rain,52.0,October,Monday,8
9.02,0.98,rain,63.0,October,Monday,8
10.01,0.95,rain,62.0,October,Monday,9
10.01,0.95,rain,75.0,October,Monday,9
10.01,0.97,rain,81.0,October,Monday,10
11.01,0.92,rain,86.0,October,Monday,11
11.01,0.92,rain,83.0,October,Monday,11
10.01,0.96,rain,98.0,October,Monday,12
10.01,0.96,rain,88.0,October,Monday,12
10.02,0.89,rain,84.0,October,Monday,13
10.02,0.89,rain,90.0,October,Monday,13
11.02,0.78,rain,93.0,October,Monday,14
5.63,0.84,rain,95.0,October,Monday,15
5.94,0.77,rain,122.0,October,Monday,16
3.94,0.62,rain,142.0,October,Monday,18
2.11,0.62,rain,90.0,October,Monday,19
2.11,0.62,rain,88.0,October,Monday,19
0.84,0.58,rain,90.0,October,Monday,20
-0.42,0.61,rain,96.0,October,Monday,21
-3.96,0.79,NoPrecip,33.0,October,Tuesday,6
-5.59,0.82,snow,56.0,October,Tuesday,7
-5.59,0.82,snow,60.0,October,Tuesday,7
-2.9,0.81,NoPrecip,55.0,October,Tuesday,8
-2.9,0.81,NoPrecip,57.0,October,Tuesday,8
-1.54,0.7,rain,64.0,October,Tuesday,9
2.12,0.61,NoPrecip,62.0,October,Tuesday,10
2.12,0.61,NoPrecip,80.0,October,Tuesday,10
2.12,0.61,NoPrecip,103.0,October,Tuesday,10
4.55,0.58,NoPrecip,86.0,October,Tuesday,11
4.49,0.56,NoPrecip,95.0,October,Tuesday,12
4.49,0.56,NoPrecip,81.0,October,Tuesday,12
4.49,0.56,NoPrecip,111.0,October,Tuesday,12
5.77,0.53,NoPrecip,94.0,October,Tuesday,13
11.02,0.43,NoPrecip,66.0,October,Tuesday,14
11.02,0.4,NoPrecip,62.0,October,Tuesday,15
11.02,0.4,NoPrecip,61.0,October,Tuesday,15
11.02,0.4,NoPrecip,105.0,October,Tuesday,15
10.02,0.46,NoPrecip,107.0,October,Tuesday,17
10.02,0.43,rain,106.0,October,Tuesday,18
6.53,0.49,rain,96.0,October,Tuesday,20
6.53,0.49,rain,110.0,October,Tuesday,20
6.53,0.49,rain,94.0,October,Tuesday,20
6.32,0.49,rain,89.0,October,Tuesday,21
3.34,0.81,rain,69.0,October,Wednesday,8
3.81,0.7,rain,61.0,October,Wednesday,9
3.81,0.7,rain,73.0,October,Wednesday,9
3.81,0.7,rain,67.0,October,Wednesday,9
3.56,0.7,rain,73.0,October,Wednesday,10
3.56,0.7,rain,79.0,October,Wednesday,10
0.08,0.87,sleet,68.0,October,Wednesday,11
0.65,0.65,rain,91.0,October,Wednesday,15
2.11,0.56,rain,95.0,October,Wednesday,16
2.11,0.56,rain,99.0,October,Wednesday,16
-1.48,0.86,rain,114.0,October,Wednesday,17
-1.48,0.86,rain,92.0,October,Wednesday,17
0.34,0.7,rain,94.0,October,Wednesday,18
0.34,0.7,rain,58.0,October,Wednesday,18
0.34,0.7,rain,55.0,October,Wednesday,18
0.61,0.6,rain,68.0,October,Wednesday,19
0.61,0.6,rain,67.0,October,Wednesday,19
1.82,0.56,rain,75.0,October,Wednesday,20
2.12,0.56,rain,82.0,October,Wednesday,21
2.12,0.56,rain,99.0,October,Wednesday,21
-2.17,0.87,rain,106.0,October,Wednesday,22
-0.73,0.8,snow,66.0,October,Thursday,8
0.54,0.8,rain,48.0,October,Thursday,9
0.54,0.8,rain,62.0,October,Thursday,9
0.95,0.75,rain,74.0,October,Thursday,10
0.95,0.75,rain,74.0,October,Thursday,10
0.95,0.75,rain,78.0,October,Thursday,10
1.26,0.65,NoPrecip,63.0,October,Thursday,11
3.05,0.56,rain,67.0,October,Thursday,12
3.05,0.56,rain,78.0,October,Thursday,12
2.8,0.56,rain,101.0,October,Thursday,13
4.28,0.53,rain,71.0,October,Thursday,14
4.28,0.53,NoPrecip,78.0,October,Thursday,15
5.08,0.42,rain,95.0,October,Thursday,16
5.08,0.42,rain,96.0,October,Thursday,16
3.38,0.45,rain,106.0,October,Thursday,17
2.31,0.49,NoPrecip,85.0,October,Thursday,18
1.26,0.56,rain,92.0,October,Thursday,19
1.26,0.56,rain,94.0,October,Thursday,19
1.26,0.56,rain,85.0,October,Thursday,19
0.91,0.56,NoPrecip,72.0,October,Thursday,20
0.91,0.56,NoPrecip,90.0,October,Thursday,20
0.04,0.65,NoPrecip,83.0,October,Thursday,21
-0.32,0.7,rain,72.0,October,Thursday,22
-0.23,0.87,rain,23.0,October,Friday,6
-0.23,0.87,rain,29.0,October,Friday,6
0.03,0.81,rain,42.0,October,Friday,8
0.03,0.81,rain,37.0,October,Friday,8
3.04,0.65,rain,46.0,October,Friday,9
3.04,0.65,rain,50.0,October,Friday,9
6.52,0.57,NoPrecip,57.0,October,Friday,10
10.01,0.57,rain,55.0,October,Friday,11
10.01,0.57,rain,50.0,October,Friday,11
14.02,0.47,rain,64.0,October,Friday,12
14.02,0.47,rain,93.0,October,Friday,12
15.02,0.44,NoPrecip,97.0,October,Friday,13
15.02,0.44,NoPrecip,86.0,October,Friday,13
14.02,0.44,NoPrecip,80.0,October,Friday,14
14.02,0.41,NoPrecip,93.0,October,Friday,15
12.02,0.44,NoPrecip,111.0,October,Friday,16
12.02,0.54,rain,131.0,October,Friday,17
6.07,0.93,rain,54.0,October,Saturday,9
6.07,0.93,rain,87.0,October,Saturday,9
6.53,0.81,rain,80.0,October,Saturday,10
6.53,0.81,rain,78.0,October,Saturday,10
5.08,0.76,rain,77.0,October,Saturday,11
6.08,0.81,rain,75.0,October,Saturday,12
6.08,0.81,rain,66.0,October,Saturday,12
6.08,0.81,rain,76.0,October,Saturday,12
11.02,0.76,rain,69.0,October,Saturday,13
5.52,0.66,rain,75.0,October,Saturday,14
4.03,0.87,rain,97.0,October,Saturday,15
6.42,0.81,rain,110.0,October,Saturday,16
1.32,0.87,rain,105.0,October,Saturday,17
1.32,0.87,rain,92.0,October,Saturday,17
0.08,0.93,rain,90.0,October,Saturday,18
0.6,1.0,rain,105.0,October,Saturday,19
-0.22,0.69,snow,38.0,October,Sunday,9
-0.22,0.75,snow,50.0,October,Sunday,10
0.46,0.7,snow,51.0,October,Sunday,11
-2.17,0.8,rain,49.0,October,Sunday,12
-0.2,0.65,sleet,47.0,October,Sunday,13
-0.2,0.65,sleet,45.0,October,Sunday,13
-0.42,0.6,rain,50.0,October,Sunday,14
-0.2,0.6,NoPrecip,52.0,October,Sunday,15
-0.93,0.65,rain,46.0,October,Sunday,16
-0.93,0.65,rain,63.0,October,Sunday,16
-0.93,0.65,rain,57.0,October,Sunday,16
-0.31,0.65,NoPrecip,48.0,October,Sunday,17
-0.31,0.65,rain,55.0,October,Sunday,18
-0.31,0.65,NoPrecip,42.0,October,Sunday,19
0.05,0.7,NoPrecip,51.0,October,Sunday,20
0.05,0.7,NoPrecip,53.0,October,Sunday,20
-0.32,0.65,rain,39.0,October,Sunday,21
-1.16,0.75,NoPrecip,37.0,October,Sunday,22
-1.16,0.75,NoPrecip,25.0,October,Sunday,22
2.12,0.7,rain,62.0,October,Monday,7
0.45,0.75,NoPrecip,55.0,October,Monday,8
0.45,0.75,NoPrecip,64.0,October,Monday,8
2.12,0.7,rain,58.0,October,Monday,9
2.12,0.7,rain,63.0,October,Monday,9
4.55,0.61,NoPrecip,54.0,October,Monday,10
6.07,0.61,NoPrecip,77.0,October,Monday,11
6.07,0.61,NoPrecip,87.0,October,Monday,11
7.28,0.57,NoPrecip,82.0,October,Monday,12
7.28,0.57,NoPrecip,98.0,October,Monday,12
10.02,0.53,NoPrecip,106.0,October,Monday,13
10.02,0.53,NoPrecip,84.0,October,Monday,13
11.02,0.43,rain,94.0,October,Monday,14
11.02,0.43,rain,72.0,October,Monday,14
12.02,0.44,NoPrecip,77.0,October,Monday,15
12.02,0.44,NoPrecip,98.0,October,Monday,15
12.02,0.4,NoPrecip,111.0,October,Monday,16
12.02,0.4,NoPrecip,106.0,October,Monday,16
10.02,0.5,NoPrecip,130.0,October,Monday,18
10.02,0.5,NoPrecip,116.0,October,Monday,18
5.79,0.76,rain,119.0,October,Monday,19
5.79,0.76,rain,128.0,October,Monday,19
4.86,0.76,NoPrecip,134.0,October,Monday,20
3.01,0.93,rain,24.0,October,Tuesday,6
3.01,0.93,rain,38.0,October,Tuesday,6
2.83,0.87,rain,51.0,October,Tuesday,7
2.83,0.87,rain,51.0,October,Tuesday,7
2.13,0.93,NoPrecip,51.0,October,Tuesday,8
2.13,0.93,NoPrecip,48.0,October,Tuesday,8
2.45,0.93,rain,62.0,October,Tuesday,9
2.45,0.93,rain,57.0,October,Tuesday,9
2.45,0.93,rain,48.0,October,Tuesday,9
5.21,0.93,rain,64.0,October,Tuesday,10
5.21,0.93,rain,78.0,October,Tuesday,10
4.66,0.76,rain,85.0,October,Tuesday,12
4.66,0.76,rain,67.0,October,Tuesday,12
4.5,0.66,rain,74.0,October,Tuesday,13
4.35,0.61,rain,65.0,October,Tuesday,16
4.35,0.61,rain,71.0,October,Tuesday,16
2.58,0.87,rain,111.0,October,Tuesday,17
0.33,0.93,rain,71.0,October,Tuesday,20
0.33,0.93,rain,93.0,October,Tuesday,20
2.14,0.93,rain,98.0,October,Tuesday,21
2.14,0.93,rain,82.0,October,Tuesday,21
0.04,0.81,NoPrecip,30.0,October,Wednesday,6
-1.17,0.87,snow,59.0,October,Wednesday,7
-0.22,0.87,NoPrecip,47.0,October,Wednesday,8
-0.22,0.87,NoPrecip,49.0,October,Wednesday,8
-0.22,0.87,NoPrecip,53.0,October,Wednesday,8
-0.22,0.87,NoPrecip,53.0,October,Wednesday,8
1.56,0.7,NoPrecip,67.0,October,Wednesday,12
3.35,0.7,rain,69.0,October,Wednesday,13
2.8,0.65,NoPrecip,73.0,October,Wednesday,14
2.8,0.61,NoPrecip,90.0,October,Wednesday,15
2.46,0.65,rain,120.0,October,Wednesday,16
2.46,0.65,rain,119.0,October,Wednesday,16
2.13,0.65,rain,111.0,October,Wednesday,17
2.13,0.65,rain,108.0,October,Wednesday,17
2.13,0.65,rain,123.0,October,Wednesday,17
1.27,0.7,rain,107.0,October,Wednesday,19
1.27,0.7,rain,90.0,October,Wednesday,19
1.27,0.7,rain,85.0,October,Wednesday,19
0.92,0.65,rain,100.0,October,Wednesday,20
-0.22,0.75,rain,104.0,October,Wednesday,21
-1.4,0.86,NoPrecip,19.0,October,Thursday,6
-0.62,0.86,NoPrecip,40.0,October,Thursday,7
1.0,0.86,snow,44.0,October,Thursday,8
2.01,0.8,NoPrecip,66.0,October,Thursday,9
3.29,0.65,NoPrecip,91.0,October,Thursday,11
5.62,0.61,NoPrecip,83.0,October,Thursday,12
5.63,0.57,NoPrecip,89.0,October,Thursday,13
5.63,0.57,NoPrecip,101.0,October,Thursday,13
6.41,0.53,rain,87.0,October,Thursday,14
9.02,0.49,rain,95.0,October,Thursday,15
9.02,0.49,rain,104.0,October,Thursday,15
7.6,0.49,NoPrecip,102.0,October,Thursday,16
7.6,0.49,NoPrecip,87.0,October,Thursday,16
4.56,0.61,NoPrecip,74.0,October,Thursday,18
4.56,0.61,NoPrecip,100.0,October,Thursday,18
3.66,0.65,rain,84.0,October,Thursday,19
3.66,0.65,rain,95.0,October,Thursday,19
-1.4,0.93,NoPrecip,18.0,October,Friday,6
-1.4,0.93,NoPrecip,31.0,October,Friday,6
-1.4,1.0,rain,31.0,October,Friday,7
-1.4,1.0,rain,42.0,October,Friday,7
-1.4,1.0,rain,43.0,October,Friday,7
1.26,0.87,NoPrecip,55.0,October,Friday,9
2.12,0.87,rain,60.0,October,Friday,10
4.03,0.76,rain,76.0,October,Friday,11
5.28,0.71,rain,120.0,October,Friday,12
5.08,0.71,rain,104.0,October,Friday,13
4.34,0.61,rain,97.0,October,Friday,14
4.66,0.61,rain,89.0,October,Friday,15
4.66,0.61,rain,102.0,October,Friday,15
4.66,0.61,rain,97.0,October,Friday,16
4.66,0.61,rain,95.0,October,Friday,16
4.66,0.61,rain,106.0,October,Friday,16
3.04,0.7,rain,92.0,October,Friday,18
-2.12,0.93,rain,42.0,October,Saturday,9
-2.12,0.93,rain,71.0,October,Saturday,9
-0.82,0.93,rain,71.0,October,Saturday,11
-0.82,0.93,rain,73.0,October,Saturday,11
-0.81,0.93,rain,74.0,October,Saturday,12
-0.81,0.93,rain,79.0,October,Saturday,12
-0.81,0.93,rain,88.0,October,Saturday,12
-0.82,0.93,rain,92.0,October,Saturday,13
-0.82,0.93,rain,83.0,October,Saturday,13
-0.63,0.93,rain,87.0,October,Saturday,14
-0.63,0.93,rain,87.0,October,Saturday,15
-0.63,0.93,rain,104.0,October,Saturday,15
-0.63,0.93,rain,104.0,October,Saturday,15
-0.63,0.93,rain,89.0,October,Saturday,16
0.32,0.93,rain,93.0,October,Saturday,17
-1.49,0.93,rain,72.0,October,Saturday,18
1.67,0.93,rain,23.0,October,Sunday,9
0.95,1.0,rain,35.0,October,Sunday,10
0.91,1.0,rain,42.0,October,Sunday,11
1.82,0.93,rain,40.0,October,Sunday,12
1.82,0.93,rain,49.0,October,Sunday,12
5.11,0.81,rain,84.0,October,Sunday,16
3.29,1.0,rain,71.0,October,Sunday,18
5.01,0.93,rain,42.0,October,Sunday,22
0.61,0.93,rain,31.0,October,Monday,6
0.92,0.93,rain,44.0,October,Monday,7
0.92,0.93,rain,47.0,October,Monday,7
0.6,0.87,rain,51.0,October,Monday,8
0.6,0.87,rain,60.0,October,Monday,8
0.92,0.81,rain,60.0,October,Monday,9
0.92,0.81,rain,61.0,October,Monday,9
0.08,0.87,rain,63.0,October,Monday,10
1.32,0.81,rain,73.0,October,Monday,11
1.83,0.81,rain,65.0,October,Monday,12
1.83,0.81,rain,93.0,October,Monday,12
2.31,0.75,rain,89.0,October,Monday,13
2.31,0.75,rain,85.0,October,Monday,13
2.31,0.75,rain,96.0,October,Monday,13
5.8,0.54,rain,101.0,October,Monday,15
5.8,0.54,rain,96.0,October,Monday,15
6.43,0.51,rain,90.0,October,Monday,16
6.43,0.51,rain,112.0,October,Monday,16
6.08,0.54,rain,123.0,October,Monday,17
6.08,0.54,rain,102.0,October,Monday,17
4.93,0.61,NoPrecip,131.0,October,Monday,18
4.47,0.7,NoPrecip,105.0,October,Monday,19
4.47,0.7,NoPrecip,75.0,October,Monday,19
2.51,0.74,rain,78.0,October,Monday,20
1.88,0.79,NoPrecip,79.0,October,Monday,21
-1.01,0.93,snow,26.0,October,Tuesday,6
-1.49,0.97,NoPrecip,40.0,October,Tuesday,7
-1.49,0.97,NoPrecip,60.0,October,Tuesday,7
-1.49,0.97,NoPrecip,58.0,October,Tuesday,7
-2.55,0.93,NoPrecip,47.0,October,Tuesday,8
0.68,0.91,NoPrecip,62.0,October,Tuesday,9
3.72,0.85,NoPrecip,72.0,October,Tuesday,10
3.72,0.85,NoPrecip,64.0,October,Tuesday,10
5.97,0.74,NoPrecip,72.0,October,Tuesday,11
5.97,0.74,NoPrecip,85.0,October,Tuesday,11
7.97,0.66,NoPrecip,95.0,October,Tuesday,12
11.01,0.54,NoPrecip,101.0,October,Tuesday,14
11.01,0.58,NoPrecip,87.0,October,Tuesday,15
11.01,0.62,rain,104.0,October,Tuesday,16
10.01,0.76,NoPrecip,110.0,October,Tuesday,17
10.01,0.76,rain,104.0,October,Tuesday,18
10.01,0.76,rain,91.0,October,Tuesday,18
5.78,0.81,rain,92.0,October,Tuesday,19
6.53,0.81,NoPrecip,105.0,October,Tuesday,20
8.53,0.87,rain,127.0,October,Tuesday,21
8.53,0.87,rain,123.0,October,Tuesday,21
11.01,0.93,rain,51.0,October,Wednesday,7
11.01,0.93,rain,47.0,October,Wednesday,7
12.01,0.94,rain,42.0,October,Wednesday,8
12.01,0.94,rain,42.0,October,Wednesday,8
12.01,1.0,rain,38.0,October,Wednesday,9
12.01,1.0,rain,34.0,October,Wednesday,9
13.02,0.94,rain,54.0,October,Wednesday,10
13.02,1.0,rain,57.0,October,Wednesday,11
13.02,1.0,rain,97.0,October,Wednesday,12
13.02,1.0,rain,97.0,October,Wednesday,12
13.02,1.0,rain,87.0,October,Wednesday,12
11.01,1.0,rain,103.0,October,Wednesday,13
10.01,1.0,rain,103.0,October,Wednesday,14
10.01,0.93,rain,113.0,October,Wednesday,15
6.52,0.93,rain,111.0,October,Wednesday,16
6.52,0.93,rain,104.0,October,Wednesday,16
6.52,0.93,rain,114.0,October,Wednesday,16
6.32,0.87,NoPrecip,104.0,October,Wednesday,18
6.32,0.87,NoPrecip,89.0,October,Wednesday,18
4.86,0.93,rain,87.0,October,Wednesday,19
4.46,0.93,NoPrecip,52.0,October,Wednesday,20
3.96,1.0,NoPrecip,53.0,October,Wednesday,21
3.29,1.0,rain,18.0,November,Thursday,6
5.1,1.0,rain,40.0,November,Thursday,7
5.1,1.0,rain,34.0,November,Thursday,7
2.56,0.93,rain,53.0,November,Thursday,9
2.56,0.93,rain,48.0,November,Thursday,9
2.56,0.93,rain,55.0,November,Thursday,9
3.66,1.0,rain,54.0,November,Thursday,11
3.66,1.0,rain,53.0,November,Thursday,11
4.27,0.93,rain,58.0,November,Thursday,12
4.27,0.93,rain,56.0,November,Thursday,12
4.86,0.93,rain,66.0,November,Thursday,13
4.86,0.93,rain,68.0,November,Thursday,13
4.55,0.93,rain,68.0,November,Thursday,14
4.55,0.93,rain,62.0,November,Thursday,14
4.55,0.93,rain,72.0,November,Thursday,15
4.55,0.93,rain,76.0,November,Thursday,15
2.79,0.93,rain,85.0,November,Thursday,16
2.79,0.93,rain,88.0,November,Thursday,16
1.82,1.0,rain,60.0,November,Thursday,18
1.82,1.0,rain,64.0,November,Thursday,18
0.84,0.93,rain,62.0,November,Thursday,19
0.84,0.93,rain,79.0,November,Thursday,19
1.04,0.93,rain,87.0,November,Thursday,20
1.04,0.93,rain,71.0,November,Thursday,20
1.04,0.93,rain,56.0,November,Thursday,21
1.04,0.93,rain,62.0,November,Thursday,21
-0.94,1.0,rain,25.0,November,Friday,6
-0.94,1.0,rain,38.0,November,Friday,7
-0.94,1.0,rain,57.0,November,Friday,7
-1.2,1.0,rain,48.0,November,Friday,8
0.6,0.93,rain,53.0,November,Friday,10
0.32,0.93,rain,85.0,November,Friday,11
2.45,0.87,rain,98.0,November,Friday,12
2.45,0.87,rain,80.0,November,Friday,12
2.46,0.93,rain,83.0,November,Friday,13
2.46,0.93,rain,90.0,November,Friday,13
3.29,0.93,rain,101.0,November,Friday,14
3.29,0.93,rain,102.0,November,Friday,14
2.13,0.93,rain,110.0,November,Friday,15
2.13,0.93,rain,102.0,November,Friday,15
2.13,0.93,rain,95.0,November,Friday,15
6.02,0.81,rain,98.0,November,Friday,17
6.02,0.81,rain,119.0,November,Friday,17
-0.32,0.93,rain,48.0,November,Saturday,9
-0.32,0.93,rain,66.0,November,Saturday,9
-0.93,0.87,rain,62.0,November,Saturday,10
0.92,0.81,rain,70.0,November,Saturday,11
0.92,0.81,rain,56.0,November,Saturday,11
0.92,0.81,rain,63.0,November,Saturday,11
0.05,0.93,rain,73.0,November,Saturday,12
0.46,0.93,rain,86.0,November,Saturday,13
0.46,0.93,rain,93.0,November,Saturday,13
1.05,0.7,rain,101.0,November,Saturday,14
1.05,0.7,rain,113.0,November,Saturday,14
1.83,0.7,rain,110.0,November,Saturday,15
1.83,0.7,rain,98.0,November,Saturday,15
1.05,0.65,rain,98.0,November,Saturday,16
1.56,0.6,rain,111.0,November,Saturday,17
-0.94,0.81,NoPrecip,35.0,November,Sunday,9
1.03,0.75,NoPrecip,66.0,November,Sunday,10
1.03,0.75,NoPrecip,69.0,November,Sunday,10
1.75,0.7,NoPrecip,77.0,November,Sunday,11
2.1,0.75,NoPrecip,56.0,November,Sunday,13
2.72,0.7,rain,50.0,November,Sunday,14
2.72,0.7,rain,63.0,November,Sunday,14
2.87,0.7,rain,73.0,November,Sunday,15
2.87,0.7,rain,77.0,November,Sunday,15
2.87,0.7,rain,79.0,November,Sunday,15
1.26,0.7,rain,99.0,November,Sunday,16
1.26,0.7,rain,92.0,November,Sunday,16
-0.05,0.75,rain,80.0,November,Sunday,17
-0.05,0.75,rain,79.0,November,Sunday,17
0.46,0.81,rain,78.0,November,Sunday,19
0.46,0.81,rain,85.0,November,Sunday,19
0.46,0.81,rain,76.0,November,Sunday,20
2.79,1.0,rain,43.0,November,Monday,6
2.79,1.0,rain,50.0,November,Monday,6
4.83,1.0,rain,53.0,November,Monday,7
5.51,1.0,rain,52.0,November,Monday,8
5.51,1.0,rain,59.0,November,Monday,8
6.74,1.0,rain,72.0,November,Monday,9
6.74,1.0,rain,69.0,November,Monday,9
6.74,1.0,rain,94.0,November,Monday,9
10.01,0.93,rain,101.0,November,Monday,10
11.01,0.93,rain,98.0,November,Monday,11
11.01,0.93,rain,105.0,November,Monday,11
11.01,0.87,rain,125.0,November,Monday,12
11.01,0.87,rain,128.0,November,Monday,12
11.02,0.87,rain,87.0,November,Monday,13
12.02,0.87,rain,77.0,November,Monday,14
12.02,0.87,rain,109.0,November,Monday,14
11.02,0.93,rain,96.0,November,Monday,15
11.02,0.93,rain,128.0,November,Monday,17
11.02,0.93,rain,132.0,November,Monday,17
6.4,1.0,rain,98.0,November,Monday,19
6.4,1.0,rain,95.0,November,Monday,19
10.01,0.94,rain,22.0,November,Tuesday,6
10.01,0.94,rain,49.0,November,Tuesday,6
10.01,0.96,rain,55.0,November,Tuesday,7
10.01,0.99,rain,48.0,November,Tuesday,8
10.01,0.99,rain,59.0,November,Tuesday,8
11.01,0.98,rain,52.0,November,Tuesday,9
13.02,0.88,rain,69.0,November,Tuesday,10
13.02,0.88,rain,79.0,November,Tuesday,10
13.03,0.77,rain,86.0,November,Tuesday,11
13.03,0.77,rain,79.0,November,Tuesday,11
12.02,0.71,rain,95.0,November,Tuesday,12
12.02,0.71,rain,109.0,November,Tuesday,12
11.02,0.76,rain,121.0,November,Tuesday,13
11.02,0.76,rain,89.0,November,Tuesday,13
10.02,0.81,rain,69.0,November,Tuesday,14
4.19,0.81,rain,95.0,November,Tuesday,20
4.19,0.81,rain,93.0,November,Tuesday,20
4.34,0.81,rain,107.0,November,Tuesday,21
4.34,0.81,rain,111.0,November,Tuesday,21
4.84,0.81,rain,99.0,November,Tuesday,22
1.56,0.87,rain,31.0,November,Wednesday,6
1.56,0.87,rain,44.0,November,Wednesday,6
0.84,0.75,rain,62.0,November,Wednesday,7
0.83,0.65,rain,65.0,November,Wednesday,8
0.83,0.65,rain,61.0,November,Wednesday,8
0.83,0.65,rain,63.0,November,Wednesday,8
1.56,0.65,rain,66.0,November,Wednesday,9
1.56,0.65,rain,79.0,November,Wednesday,9
2.8,0.65,rain,85.0,November,Wednesday,10
2.31,0.61,rain,89.0,November,Wednesday,11
0.33,0.87,sleet,100.0,November,Wednesday,12
1.32,0.7,sleet,92.0,November,Wednesday,13
1.32,0.7,sleet,110.0,November,Wednesday,13
-0.42,0.7,rain,103.0,November,Wednesday,14
-0.42,0.7,rain,92.0,November,Wednesday,14
-0.42,0.7,rain,80.0,November,Wednesday,14
-0.42,0.65,rain,118.0,November,Wednesday,16
-0.93,0.7,rain,103.0,November,Wednesday,18
-0.93,0.7,rain,106.0,November,Wednesday,18
-0.93,0.7,rain,101.0,November,Wednesday,19
-0.93,0.7,rain,91.0,November,Wednesday,19
-1.48,0.7,NoPrecip,99.0,November,Wednesday,20
-0.64,0.7,NoPrecip,110.0,November,Wednesday,21
-0.92,0.7,rain,109.0,November,Wednesday,22
-0.92,0.7,rain,110.0,November,Wednesday,22
-2.18,0.75,snow,17.0,November,Thursday,6
-1.88,0.75,snow,39.0,November,Thursday,7
-1.54,0.8,NoPrecip,43.0,November,Thursday,8
-1.54,0.8,NoPrecip,42.0,November,Thursday,8
0.46,0.75,rain,54.0,November,Thursday,9
0.46,0.75,rain,66.0,November,Thursday,9
0.33,0.7,rain,72.0,November,Thursday,10
0.33,0.7,rain,81.0,November,Thursday,10
0.08,0.56,rain,75.0,November,Thursday,11
0.08,0.56,rain,78.0,November,Thursday,11
0.08,0.56,rain,75.0,November,Thursday,11
0.34,0.6,rain,77.0,November,Thursday,12
0.34,0.6,rain,90.0,November,Thursday,12
0.33,0.56,rain,75.0,November,Thursday,13
-0.64,0.65,rain,77.0,November,Thursday,14
-0.64,0.65,rain,83.0,November,Thursday,14
-0.64,0.65,rain,103.0,November,Thursday,14
0.96,0.65,rain,91.0,November,Thursday,15
0.46,0.65,rain,93.0,November,Thursday,16
0.46,0.65,rain,115.0,November,Thursday,16
0.46,0.65,NoPrecip,129.0,November,Thursday,17
0.46,0.65,NoPrecip,135.0,November,Thursday,17
1.69,0.65,rain,130.0,November,Thursday,18
0.95,0.65,rain,80.0,November,Thursday,19
0.95,0.65,rain,88.0,November,Thursday,19
-4.71,0.8,snow,39.0,November,Friday,7
-5.27,1.0,snow,24.0,November,Friday,8
-5.52,1.0,snow,41.0,November,Friday,9
-5.75,1.0,snow,51.0,November,Friday,10
-5.75,1.0,snow,52.0,November,Friday,10
-5.52,1.0,snow,66.0,November,Friday,11
-5.52,1.0,snow,56.0,November,Friday,11
-4.03,1.0,snow,77.0,November,Friday,12
-4.03,1.0,snow,80.0,November,Friday,12
